Ref#,Property Name,State,County,City,Street & Number,Listed Date,Area of Significance,geometry,longitude,latitude,fipsBlock,fipsTract,STCOFIPS,CFLD_AFREQ,CFLD_RISKS,CFLD_RISKR,RFLD_AFREQ,RFLD_RISKS,RFLD_RISKR
71000325,Pawnee Indian Village Site,KANSAS,Republic,Republic,On KS 266 and the Republican River,5/14/1971,HISTORIC - ABORIGINAL,POINT (-97.86095211999998 39.90821202600006),-97.86095212,39.90821203,201579782001056,20157978200,20157,,,Not Applicable,0.875,22.57341979,Relatively High
98001133,Cave Hill National Cemetery,KENTUCKY,Jefferson,Louisville,701 Baxter Ave.,9/3/1998,MILITARY,POINT (-85.72112782199997 38.25072395900003),-85.72112782,38.25072396,211110081003000,21111008100,21111,,,Not Applicable,4,20.63146456,Relatively High
66000382,Poverty Point National Monument,LOUISIANA,West Carroll,Delhi,12 mi. N of Delhi on Bayou Macon,10/15/1966,PREHISTORIC,POINT (-91.40428063599995 32.63551198000005),-91.40428064,32.63551198,221230003003011,22123000300,22123,,,Not Applicable,1.083333333,26.26331512,Relatively High
8000533,WITCH (catboat),MASSACHUSETTS,Plymouth,Wareham,35 Lydia Island Rd.,6/18/2008,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; ARCHITECTURE,POINT (-70.66082119799995 41.73695333400008),-70.6608212,41.73695333,250235454001000,25023545400,25023,4.483808987,9.915620831,Relatively Moderate,2.375,24.83896965,Relatively High
75001050,STAR OF THE WEST,MISSISSIPPI,Leflore,Greenwood,W of Greenwood on Tallahatchie River,5/21/1975,MILITARY; TRANSPORTATION,POINT (-90.23324881799994 33.53173340300003),-90.23324882,33.5317334,280839502001072,28083950200,28083,,,Not Applicable,1.375,37.27805584,Very High
70000332,Fort Davidson,MISSOURI,Iron,Pilot Knob,"On MO 21, S of jct. with Rte. V in Clark National Forest",2/26/1970,MILITARY; POLITICS/GOVERNMENT,POINT (-90.64012328099994 37.62921335400006),-90.64012328,37.62921335,290939503003011,29093950300,29093,,,Not Applicable,0.958333333,24.10942468,Relatively High
94000324,Santa Fe Trail-Grand Pass Trail Segments,MISSOURI,Saline,Grand Pass,Jct. of US 65 and Saline Co. Rd. T,4/21/1994,TRANSPORTATION; COMMERCE,POINT (-93.44163980999997 39.19519400900003),-93.44163981,39.19519401,291950902001211,29195090200,29195,,,Not Applicable,5.291666666,23.21269173,Relatively High
93001597,African Burial Ground,NEW YORK,New York,New York,Vicinity of Broadway and Reade St.,4/19/1993,HISTORIC - NON-ABORIGINAL; BLACK,POINT (-73.99343148599996 40.71377346400004),-73.99343149,40.71377346,360610008006010,36061000800,36061,4.42992041,4.727229239,Relatively Low,2.083333333,26.12505072,Relatively High
80002673,Bowling Green Fence and Park,NEW YORK,New York,New York,Broadway and Beaver Sts.,4/9/1980,EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-74.01365106199995 40.70504753300003),-74.01365106,40.70504753,360610013002009,36061001300,36061,4.42992041,6.888409697,Relatively Low,2.083333333,22.85832024,Relatively High
71000668,Union Mission Site,OKLAHOMA,Mayes,Mazie,About 5 mi. NE of Mazie,9/10/1971,EDUCATION; COMMUNICATIONS; RELIGION,POINT (-95.28607687599998 36.12620548500007),-95.28607688,36.12620549,400970404001078,40097040400,40097,,,Not Applicable,1.75,20.13043735,Relatively High
66000639,Fort Astoria,OREGON,Clatsop,Astoria,15th and Exchange Sts.,10/15/1966,COMMERCE,POINT (-123.827443653 46.18820972200007),-123.8274437,46.18820972,410079502002008,41007950200,41007,4.502,40.82733661,Relatively High,0.708333333,17.49124947,Relatively Moderate
74001899,La Verendrye Site,SOUTH DAKOTA,Stanley,Fort Pierre,Off U.S. 83,8/7/1974,EXPLORATION/SETTLEMENT,POINT (-100.3781982579999 44.35525550400007),-100.3781983,44.3552555,461179601003022,46117960100,46117,,,Not Applicable,1.125,24.58779901,Relatively High
10000253,Heritage Park Plaza,TEXAS,Tarrant,Fort Worth,W Bluff St at Main St,5/10/2010,LANDSCAPE ARCHITECTURE,POINT (-97.33463033899994 32.76006503200006),-97.33463034,32.76006503,484391232002000,48439123200,48439,,,Not Applicable,5.833333333,20.35548888,Relatively High
76001815,Coombs Village Site,UTAH,Garfield,Boulder,UT 117,1/1/1976,PREHISTORIC,POINT (-111.423221497 37.91045471600006),-111.4232215,37.91045472,490170004001142,49017000400,49017,,,Not Applicable,3.25,28.17464743,Relatively High
7000054,Pocomoke Farm,VIRGINIA,Accomack,Sanford,"7492 Monument Rd., VA 699",2/15/2007,HISTORIC - NON-ABORIGINAL; RELIGION,POINT (-75.63518439399996 37.93260033500007),-75.63518439,37.93260034,510010903001013,51001090300,51001,4.465856739,25.98910638,Relatively High,0.541666666,19.29998614,Relatively Moderate
95000274,Danville National Cemetery,VIRGINIA,Danville,Danville (Independent City),721 Lee St.,4/7/1995,MILITARY,POINT (-79.38911060899994 36.58620333600004),-79.38911061,36.58620334,515900005002059,51590000500,51590,,,Not Applicable,1.875,28.4238922,Relatively High
97001401,Natural Bridge,VIRGINIA,Rockbridge,Natural Bridge,Jct. of VA 11 and VA 130,11/18/1997,TRANSPORTATION; PHILOSOPHY; NATIVE AMERICAN; ENTERTAINMENT/RECREATION; ART,POINT (-79.54493323599996 37.62765999800007),-79.54493324,37.62766,511639304003021,51163930400,51163,,,Not Applicable,2.125,20.75712834,Relatively High
73001922,Mason and Dixon Survey Terminal Point,WEST VIRGINIA,Monongalia,Pentress,2.25 mi. NE of Pentress on WV 39,6/25/1973,ENGINEERING,POINT (-80.11843378799995 39.72113742800008),-80.11843379,39.72113743,420599707002047,42059970700,42059,,,Not Applicable,2.083333333,22.29908238,Relatively High
97001266,Schoonmaker Reef,WISCONSIN,Milwaukee,Milwaukee,"N of West St., between N. 66th St. and N. 64th St. extended",9/25/1997,SCIENCE,POINT (-87.99371940499998 43.04712026900006),-87.9937194,43.04712027,550790912001002,55079091200,55079,0,0,No Rating,1.875,23.88666217,Relatively High
69000367,Union Pass,WYOMING,Fremont,Unknown,On the Continental Divide in Teton National Forest,4/16/1969,PREHISTORIC; COMMERCE; NATIVE AMERICAN; EXPLORATION/SETTLEMENT,POINT (-109.874054778 43.48161402400007),-109.8740548,43.48161402,560130004001080,56013000400,56013,,,Not Applicable,1.5,23.63353008,Relatively High
71000891,Connor Battlefield,WYOMING,Sheridan,Ranchester,City park on the Tongue River,8/12/1971,NATIVE AMERICAN; MILITARY,POINT (-107.162581857 44.90538527300004),-107.1625819,44.90538527,560330006002154,56033000600,56033,,,Not Applicable,0.958333333,20.07422315,Relatively High
